ZFIN:ZDB-GENE-010226-1	glial cell derived neurotrophic factor a		GO:0001755		UniProt	NCBITaxon:7955	ISS	UniProtKB:P39905	PANTHER:PTHR12173	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20110409	gdnfa
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0071621		ZFIN	NCBITaxon:7955	IDA			protein_coding_gene		PMID:27815178|ZFIN:ZDB-PUB-161107-5	20170410	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-130219-5		protein_coding_gene		PMID:23219724|ZFIN:ZDB-PUB-121212-8	20140304	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-140630-1		protein_coding_gene		PMID:25445910|ZFIN:ZDB-PUB-141203-65	20170809	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:1990266		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-140630-1		protein_coding_gene		PMID:28642884|ZFIN:ZDB-PUB-170624-5	20170921	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0002523	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""ZFA:0001269"", ""label"": ""ZFA:0001269""}}"	ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-151016-4		protein_coding_gene		PMID:28538177|ZFIN:ZDB-PUB-170526-14	20190805	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0030593		ZFIN	NCBITaxon:7955	IDA			protein_coding_gene		PMID:23219724|ZFIN:ZDB-PUB-121212-8	20140304	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001089		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-130219-5		protein_coding_gene		PMID:27806130|ZFIN:ZDB-PUB-161103-3	20170106	cxcl8a
ZFIN:ZDB-GENE-081104-317	chemokine (C-X-C motif) ligand 8a		GO:0008009		ZFIN	NCBITaxon:7955	IDA			protein_coding_gene		PMID:27815178|ZFIN:ZDB-PUB-161107-5	20170410	cxcl8a
ZFIN:ZDB-GENE-990714-13	TYRO3 protein tyrosine kinase		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002814495|RGD:3082|MGI:MGI:104294|MGI:MGI:96969|ZFIN:ZDB-GENE-041014-1|MGI:MGI:1347244	PANTHER:PTHR24416	protein_coding_gene		PMID:21873635	20181025	tyro3
ZFIN:ZDB-GENE-060312-45	Rac family small GTPase 1b		GO:1902622		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002374567|ZFIN:ZDB-GENE-040625-27|MGI:MGI:97846|UniProtKB:P15153|MGI:MGI:97845|UniProtKB:P63000	PANTHER:PTHR24072	protein_coding_gene		PMID:21873635	20181128	rac1b
ZFIN:ZDB-GENE-060312-21	cell division cycle 42 like 2		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000632904|ZFIN:ZDB-GENE-030131-8783|MGI:MGI:106211|FB:FBgn0010341	PANTHER:PTHR24072	protein_coding_gene		PMID:21873635	20200809	cdc42l2
ZFIN:ZDB-GENE-141212-221	colony stimulating factor 3 (granulocyte) b		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-141212-1|ZFIN:ZDB-MRPHLNO-150828-4	PANTHER:PTHR10511	protein_coding_gene		PMID:24890728|ZFIN:ZDB-PUB-140604-5	20150911	csf3b
ZFIN:ZDB-GENE-170530-1	endoglin		GO:1990266		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002678685|UniProtKB:P07911	PANTHER:PTHR14002	protein_coding_gene		PMID:21873635	20200305	eng
UniProtKB:A0A2R8PYK8	Uncharacterized protein		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002814495|RGD:3082|MGI:MGI:104294|MGI:MGI:96969|ZFIN:ZDB-GENE-041014-1|MGI:MGI:1347244	PANTHER:PTHR24416	protein		PMID:21873635	20181025	axl
ZFIN:ZDB-GENE-100414-1	chemokine (C-X-C motif) receptor 2		GO:0002523	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""ZFA:0001269"", ""label"": ""ZFA:0001269""}}"	ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-190805-2		protein_coding_gene		PMID:28538177|ZFIN:ZDB-PUB-170526-14	20190805	cxcr2
ZFIN:ZDB-GENE-100414-1	chemokine (C-X-C motif) receptor 2		GO:1990266	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""ZFA:0001269"", ""label"": ""ZFA:0001269""}}"	ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-190805-2		protein_coding_gene		PMID:28538177|ZFIN:ZDB-PUB-170526-14	20190805	cxcr2
ZFIN:ZDB-GENE-070424-238	fibroblast growth factor 9		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000160075|UniProtKB:P21781|MGI:MGI:1099809|ZFIN:ZDB-GENE-980526-178|UniProtKB:O15520|UniProtKB:P09038|MGI:MGI:95516|WB:WBGene00001185|UniProtKB:O43320|UniProtKB:P08620|UniProtKB:O76093|UniProtKB:P05230|RGD:2610|ZFIN:ZDB-GENE-990415-72	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf9
ZFIN:ZDB-GENE-001212-1	ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 1		GO:0060974		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-121029-1	PANTHER:PTHR43294	protein_coding_gene		PMID:22182522|ZFIN:ZDB-PUB-120105-83	20121105	atp1a1a.1
ZFIN:ZDB-GENE-061019-1	ubiquitin specific peptidase 9		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001163006|MGI:MGI:894681|UniProtKB:Q93008	PANTHER:PTHR24006	protein_coding_gene		PMID:21873635	20170228	usp9
UniProtKB:A0A2R8RPQ4	Uncharacterized protein		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000180420|UniProtKB:P01127|RGD:3283|UniProtKB:P04085|RGD:621880|UniProtKB:B1H0W5|MGI:MGI:97528	PANTHER:PTHR11633	protein		PMID:21873635	20200807	pdgfbb
ZFIN:ZDB-GENE-040912-7	LYN proto-oncogene, Src family tyrosine kinase		GO:0090022		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-120118-2	PANTHER:PTHR24418	protein_coding_gene		PMID:22101434|ZFIN:ZDB-PUB-111129-4	20121129	lyn
ZFIN:ZDB-GENE-040912-7	LYN proto-oncogene, Src family tyrosine kinase		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-120118-1	PANTHER:PTHR24418	protein_coding_gene		PMID:25582859|ZFIN:ZDB-PUB-150115-16	20170810	lyn
ZFIN:ZDB-GENE-040912-7	LYN proto-oncogene, Src family tyrosine kinase		GO:0090022		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-120118-1	PANTHER:PTHR24418	protein_coding_gene		PMID:22101434|ZFIN:ZDB-PUB-111129-4	20121129	lyn
ZFIN:ZDB-GENE-040912-7	LYN proto-oncogene, Src family tyrosine kinase		GO:0030593		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENE-101026-3	PANTHER:PTHR24418	protein_coding_gene		PMID:25582859|ZFIN:ZDB-PUB-150115-16	20170810	lyn
ZFIN:ZDB-GENE-030131-5564	cysteinyl-tRNA synthetase 2, mitochondrial		GO:0021828		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-170811-1	PANTHER:PTHR10890	protein_coding_gene		PMID:26278626|ZFIN:ZDB-PUB-170214-134	20170815	cars2
ZFIN:ZDB-GENE-030131-5536	C-type lectin domain containing 14A		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002686016|MGI:MGI:1917695|MGI:MGI:1914114	PANTHER:PTHR14789	protein_coding_gene		PMID:21873635	20200808	clec14a
ZFIN:ZDB-GENE-081104-298	leishmanolysin-like (metallopeptidase M8 family)		GO:0097324		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-130918-3	PANTHER:PTHR10942	protein_coding_gene		PMID:23422038|ZFIN:ZDB-PUB-130309-2	20130918	lmln
ZFIN:ZDB-GENE-081104-298	leishmanolysin-like (metallopeptidase M8 family)		GO:0048885		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-130918-2	PANTHER:PTHR10942	protein_coding_gene		PMID:23422038|ZFIN:ZDB-PUB-130309-2	20130918	lmln
ZFIN:ZDB-GENE-081104-298	leishmanolysin-like (metallopeptidase M8 family)		GO:0048885		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-130918-3	PANTHER:PTHR10942	protein_coding_gene		PMID:23422038|ZFIN:ZDB-PUB-130309-2	20130918	lmln
ZFIN:ZDB-GENE-081104-298	leishmanolysin-like (metallopeptidase M8 family)		GO:0097324		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-130918-2	PANTHER:PTHR10942	protein_coding_gene		PMID:23422038|ZFIN:ZDB-PUB-130309-2	20130918	lmln
ZFIN:ZDB-GENE-091204-285	vascular endothelial growth factor Bb		GO:0060754		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000246442|UniProtKB:O43915|UniProtKB:P49765|UniProtKB:P15692|UniProtKB:P49767	PANTHER:PTHR12025	protein_coding_gene		PMID:21873635	20170228	vegfbb
ZFIN:ZDB-GENE-040303-4	vascular endothelial growth factor c		GO:0060855		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-140902-3	PANTHER:PTHR12025	protein_coding_gene		PMID:24523457|ZFIN:ZDB-PUB-140502-15	20141015	vegfc
ZFIN:ZDB-GENE-040303-4	vascular endothelial growth factor c		GO:0060855		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENO-141013-2	PANTHER:PTHR12025	protein_coding_gene		PMID:24523457|ZFIN:ZDB-PUB-140502-15	20141015	vegfc
ZFIN:ZDB-GENE-040303-4	vascular endothelial growth factor c		GO:0060754		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000246442|UniProtKB:O43915|UniProtKB:P49765|UniProtKB:P15692|UniProtKB:P49767	PANTHER:PTHR12025	protein_coding_gene		PMID:21873635	20170228	vegfc
ZFIN:ZDB-GENE-091204-276	chemokine (C-C motif) ligand 34b, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl34b.1
ZFIN:ZDB-GENE-091204-276	chemokine (C-C motif) ligand 34b, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl34b.1
ZFIN:ZDB-GENE-091204-276	chemokine (C-C motif) ligand 34b, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039809	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl34b.1
ZFIN:ZDB-GENE-091204-276	chemokine (C-C motif) ligand 34b, duplicate 1		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|UniProtKB:P13501|MGI:MGI:1099448|UniProtKB:Q99731|UniProtKB:Q9Y258|ZFIN:ZDB-GENE-110222-2|UniProtKB:O00585|UniProtKB:P80098|MGI:MGI:1349183|RGD:3646|UniProtKB:P47992|UniProtKB:P10147|MGI:MGI:104593|UniProtKB:P55773|UniProtKB:P78423|RGD:3644|RGD:69069|MGI:MGI:1097153|MGI:MGI:98260|RGD:620458|MGI:MGI:1346316|RGD:1303200|UniProtKB:P22362|UniProtKB:O00175|UniProtKB:P51671|RGD:3645|UniProtKB:O15444|RGD:620441|UniProtKB:Q99616	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20201205	ccl34b.1
ZFIN:ZDB-GENE-091204-276	chemokine (C-C motif) ligand 34b, duplicate 1		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|RGD:3645|UniProtKB:P10147|MGI:MGI:1097153	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl34b.1
ZFIN:ZDB-GENE-091204-276	chemokine (C-C motif) ligand 34b, duplicate 1		GO:0002548		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|MGI:MGI:108224|UniProtKB:P13500|UniProtKB:Q9Y258|UniProtKB:P10147	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl34b.1
ZFIN:ZDB-GENE-091204-276	chemokine (C-C motif) ligand 34b, duplicate 1		GO:0048247		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|UniProtKB:P47992|UniProtKB:Q9Y258|UniProtKB:P10147|RGD:3645|MGI:MGI:104593|MGI:MGI:1097153|RGD:69069	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20200808	ccl34b.1
UniProtKB:A0A0R4IR57	Integrin beta		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000801545|UniProtKB:P05107|UniProtKB:P05556|RGD:1305581|UniProtKB:P05106|MGI:MGI:96616|MGI:MGI:96610|UniProtKB:A0A0R4IR57|MGI:MGI:96611|FB:FBgn0004657|UniProtKB:P26010|MGI:MGI:96613	PANTHER:PTHR10082	protein		PMID:21873635	20200807	itgb1b
ZFIN:ZDB-GENE-091204-212	si:ch211-247j9.1		GO:0035313		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002689802|MGI:MGI:1922647	PANTHER:PTHR15228	protein_coding_gene		PMID:21873635	20200313	si:ch211-247j9.1
ZFIN:ZDB-GENE-050522-242	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)		GO:0001764		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q8BW41	PANTHER:PTHR20961	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20141117	pomgnt2
ZFIN:ZDB-GENE-071213-3	integrin, beta 8		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000801545|UniProtKB:P05107|UniProtKB:P05556|RGD:1305581|UniProtKB:P05106|MGI:MGI:96616|MGI:MGI:96610|UniProtKB:A0A0R4IR57|MGI:MGI:96611|FB:FBgn0004657|UniProtKB:P26010|MGI:MGI:96613	PANTHER:PTHR10082	protein_coding_gene		PMID:21873635	20200807	itgb8
ZFIN:ZDB-GENE-090730-1	multiple EGF-like-domains 8		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-090424-3	PANTHER:PTHR10574	protein_coding_gene		PMID:23063620|ZFIN:ZDB-PUB-121019-24	20121120	megf8
ZFIN:ZDB-GENE-031114-4	dynein axonemal assembly factor 1		GO:0003305		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-090225-1	PANTHER:PTHR45973	protein_coding_gene		PMID:18784369|ZFIN:ZDB-PUB-080915-18	20100415	dnaaf1
ZFIN:ZDB-GENE-061103-307	angiomotin like 2b		GO:0003365		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000381812|MGI:MGI:1922973|MGI:MGI:108440	PANTHER:PTHR14826	protein_coding_gene		PMID:21873635	20170602	amotl2b
ZFIN:ZDB-GENE-061103-307	angiomotin like 2b		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000381810|MGI:MGI:1922973|UniProtKB:Q4VCS5	PANTHER:PTHR14826	protein_coding_gene		PMID:21873635	20200320	amotl2b
UniProtKB:F1QR50	Uncharacterized protein		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|ZFIN:ZDB-GENE-990715-2|ZFIN:ZDB-GENE-050513-1|MGI:MGI:1096347|MGI:MGI:107557|ZFIN:ZDB-GENE-050513-4|MGI:MGI:107558|ZFIN:ZDB-GENE-050513-3	PANTHER:PTHR11036	protein		PMID:21873635	20200807	sema4d
UniProtKB:F1QR50	Uncharacterized protein		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|MGI:MGI:107557|MGI:MGI:2387661|MGI:MGI:109244|MGI:MGI:107558|MGI:MGI:1203727|MGI:MGI:107556|UniProtKB:Q92854	PANTHER:PTHR11036	protein		PMID:21873635	20200807	sema4d
UniProtKB:F1R2U7	Chemokine (C-X-C motif) receptor 5		GO:0060326		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001200797|RGD:620593|MGI:MGI:106185|MGI:MGI:1333815|UniProtKB:P32248|UniProtKB:P25025|RGD:621528|RGD:620137|ZFIN:ZDB-GENE-041114-186|MGI:MGI:103567|RGD:2906|MGI:MGI:104618|UniProtKB:P51684	PANTHER:PTHR10489	protein		PMID:21873635	20200807	cxcr5
ZFIN:ZDB-GENE-990603-9	SMAD family member 5		GO:0048922		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-041217-8	PANTHER:PTHR13703	protein_coding_gene		PMID:25603803|ZFIN:ZDB-PUB-150122-10	20151230	smad5
ZFIN:ZDB-GENE-990603-9	SMAD family member 5		GO:0060030		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-041217-8	PANTHER:PTHR13703	protein_coding_gene		PMID:17331724|ZFIN:ZDB-PUB-070303-41	20070517	smad5
ZFIN:ZDB-GENE-030131-3647	CDC42 binding protein kinase beta (DMPK-like)		GO:0016477		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033232	PANTHER:PTHR22988	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cdc42bpb
ZFIN:ZDB-GENE-030131-3633	semaphorin 7A		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|MGI:MGI:107557|MGI:MGI:2387661|MGI:MGI:109244|MGI:MGI:107558|MGI:MGI:1203727|MGI:MGI:107556|UniProtKB:Q92854	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200807	sema7a
ZFIN:ZDB-GENE-030131-3633	semaphorin 7A		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|ZFIN:ZDB-GENE-990715-2|ZFIN:ZDB-GENE-050513-1|MGI:MGI:1096347|MGI:MGI:107557|ZFIN:ZDB-GENE-050513-4|MGI:MGI:107558|ZFIN:ZDB-GENE-050513-3	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200807	sema7a
ZFIN:ZDB-GENE-010122-1	fibroblast growth factor 8 b		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000160075|UniProtKB:P21781|MGI:MGI:1099809|ZFIN:ZDB-GENE-980526-178|UniProtKB:O15520|UniProtKB:P09038|MGI:MGI:95516|WB:WBGene00001185|UniProtKB:O43320|UniProtKB:P08620|UniProtKB:O76093|UniProtKB:P05230|RGD:2610|ZFIN:ZDB-GENE-990415-72	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf8b
UniProtKB:A0A2R8RHW9	Uncharacterized protein		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000180420|UniProtKB:P01127|RGD:3283|UniProtKB:P04085|RGD:621880|UniProtKB:B1H0W5|MGI:MGI:97528	PANTHER:PTHR11633	protein		PMID:21873635	20200807	pdgfbb
ZFIN:ZDB-GENE-070626-2	MAP/microtubule affinity-regulating kinase 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR030595		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	mark1
ZFIN:ZDB-GENE-070626-2	MAP/microtubule affinity-regulating kinase 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	mark1
ZFIN:ZDB-GENE-070626-2	MAP/microtubule affinity-regulating kinase 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	mark1
ZFIN:ZDB-GENE-070626-2	MAP/microtubule affinity-regulating kinase 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039809		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	mark1
UniProtKB:A0A2R8Q2D9	Uncharacterized protein		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000180420|UniProtKB:P01127|RGD:3283|UniProtKB:P04085|RGD:621880|UniProtKB:B1H0W5|MGI:MGI:97528	PANTHER:PTHR11633	protein		PMID:21873635	20200807	pdgfc
ZFIN:ZDB-GENE-010717-1	zinc finger protein 703		GO:0030335		UniProt	NCBITaxon:7955	ISS	UniProtKB:P0CL69	PANTHER:PTHR12522	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20110223	znf703
ZFIN:ZDB-GENE-041124-3	exostosin glycosyltransferase 2		GO:0048920		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-980410-189	PANTHER:PTHR11062	protein_coding_gene		PMID:25600875|ZFIN:ZDB-PUB-160713-12	20180111	ext2
ZFIN:ZDB-GENE-041124-3	exostosin glycosyltransferase 2		GO:0048920		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENO-171115-4	PANTHER:PTHR11062	protein_coding_gene		PMID:25600875|ZFIN:ZDB-PUB-160713-12	20180111	ext2
UniProtKB:F1QJZ8	Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Gb (Fragment)		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|MGI:MGI:107557|MGI:MGI:2387661|MGI:MGI:109244|MGI:MGI:107558|MGI:MGI:1203727|MGI:MGI:107556|UniProtKB:Q92854	PANTHER:PTHR11036	protein		PMID:21873635	20200807	sema4gb
UniProtKB:F1QJZ8	Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Gb (Fragment)		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|ZFIN:ZDB-GENE-990715-2|ZFIN:ZDB-GENE-050513-1|MGI:MGI:1096347|MGI:MGI:107557|ZFIN:ZDB-GENE-050513-4|MGI:MGI:107558|ZFIN:ZDB-GENE-050513-3	PANTHER:PTHR11036	protein		PMID:21873635	20200807	sema4gb
UniProtKB:A0A2R8Q1U7	Endoglin		GO:1990266		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002678685|UniProtKB:P07911	PANTHER:PTHR14002	protein		PMID:21873635	20200305	eng
ZFIN:ZDB-GENE-091117-14	dual oxidase		GO:0002523		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-091117-1	PANTHER:PTHR11972	protein_coding_gene		PMID:19494811|ZFIN:ZDB-PUB-090616-23	20091223	duox
ZFIN:ZDB-GENE-091117-14	dual oxidase		GO:0048246		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-091117-1	PANTHER:PTHR11972	protein_coding_gene		PMID:25488917|ZFIN:ZDB-PUB-141210-12	20150508	duox
ZFIN:ZDB-GENE-091117-14	dual oxidase		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-091117-1	PANTHER:PTHR11972	protein_coding_gene		PMID:24842759|ZFIN:ZDB-PUB-140521-2	20150925	duox
ZFIN:ZDB-GENE-060110-1	fibroblast growth factor 20a		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000160075|UniProtKB:P21781|MGI:MGI:1099809|ZFIN:ZDB-GENE-980526-178|UniProtKB:O15520|UniProtKB:P09038|MGI:MGI:95516|WB:WBGene00001185|UniProtKB:O43320|UniProtKB:P08620|UniProtKB:O76093|UniProtKB:P05230|RGD:2610|ZFIN:ZDB-GENE-990415-72	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf20a
ZFIN:ZDB-GENE-080215-6	zgc:173545		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR030595		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	zgc:173545
ZFIN:ZDB-GENE-080215-6	zgc:173545		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	zgc:173545
ZFIN:ZDB-GENE-080215-6	zgc:173545		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	zgc:173545
ZFIN:ZDB-GENE-080215-6	zgc:173545		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039809		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	zgc:173545
ZFIN:ZDB-GENE-030131-8846	tetratricopeptide repeat domain 8		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-080918-2		protein_coding_gene		PMID:18443298|ZFIN:ZDB-PUB-080501-6	20080918	ttc8
ZFIN:ZDB-GENE-030131-3529	mediator complex subunit 13b		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-161013-2	PANTHER:PTHR10791	protein_coding_gene		PMID:25137640|ZFIN:ZDB-PUB-140820-1	20170518	med13b
ZFIN:ZDB-GENE-030131-8888	chemokine (C-C motif) receptor 6b		GO:0060326		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001200797|RGD:620593|MGI:MGI:106185|MGI:MGI:1333815|UniProtKB:P32248|UniProtKB:P25025|RGD:621528|RGD:620137|ZFIN:ZDB-GENE-041114-186|MGI:MGI:103567|RGD:2906|MGI:MGI:104618|UniProtKB:P51684	PANTHER:PTHR10489	protein_coding_gene		PMID:21873635	20200807	ccr6b
ZFIN:ZDB-GENE-990415-95	heat shock protein 90, alpha (cytosolic), class B member 1		GO:0050900		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070912-1	PANTHER:PTHR11528	protein_coding_gene		PMID:25810397|ZFIN:ZDB-PUB-150327-3	20151012	hsp90ab1
ZFIN:ZDB-GENE-990415-94	heat shock protein 90, alpha (cytosolic), class A member 1, tandem duplicate 1		GO:0050900		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070912-2	PANTHER:PTHR11528	protein_coding_gene		PMID:25810397|ZFIN:ZDB-PUB-150327-3	20151012	hsp90aa1.1
