ZFIN:ZDB-GENE-030131-1033	agrin		GO:1902572		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002588955|MGI:MGI:3648654|MGI:MGI:1919682	PANTHER:PTHR10913	protein_coding_gene		PMID:21873635	20190524	agrn
ZFIN:ZDB-GENE-040426-2039	ubiquitin-like with PHD and ring finger domains 1		GO:0006511		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q96T88	PANTHER:PTHR14140	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20120925	uhrf1
ZFIN:ZDB-GENE-081028-32	si:dkey-112g5.12		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-112g5.12
ZFIN:ZDB-GENE-081028-32	si:dkey-112g5.12		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-112g5.12
ZFIN:ZDB-GENE-081028-32	si:dkey-112g5.12		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-112g5.12
ZFIN:ZDB-GENE-081028-32	si:dkey-112g5.12		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-112g5.12
ZFIN:ZDB-GENE-081028-32	si:dkey-112g5.12		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-112g5.12
ZFIN:ZDB-GENE-081028-32	si:dkey-112g5.12		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-112g5.12
ZFIN:ZDB-GENE-081028-30	si:dkey-33c12.12		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-33c12.12
ZFIN:ZDB-GENE-081028-30	si:dkey-33c12.12		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-33c12.12
ZFIN:ZDB-GENE-081028-30	si:dkey-33c12.12		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-33c12.12
ZFIN:ZDB-GENE-081028-30	si:dkey-33c12.12		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-33c12.12
ZFIN:ZDB-GENE-081028-29	si:dkey-33c12.11		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-33c12.11
ZFIN:ZDB-GENE-081028-29	si:dkey-33c12.11		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-33c12.11
ZFIN:ZDB-GENE-081028-29	si:dkey-33c12.11		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-33c12.11
ZFIN:ZDB-GENE-081028-29	si:dkey-33c12.11		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-33c12.11
ZFIN:ZDB-GENE-081028-27	si:dkey-33c12.10		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-33c12.10
ZFIN:ZDB-GENE-081028-27	si:dkey-33c12.10		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-33c12.10
ZFIN:ZDB-GENE-081028-27	si:dkey-33c12.10		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-33c12.10
ZFIN:ZDB-GENE-081028-27	si:dkey-33c12.10		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-33c12.10
ZFIN:ZDB-GENE-081028-25	si:dkey-265c15.6		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-265c15.6
ZFIN:ZDB-GENE-081028-25	si:dkey-265c15.6		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645		protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-265c15.6
ZFIN:ZDB-GENE-081028-25	si:dkey-265c15.6		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-265c15.6
ZFIN:ZDB-GENE-081028-25	si:dkey-265c15.6		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645		protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-265c15.6
ZFIN:ZDB-GENE-081028-23	si:dkey-19p15.4		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-19p15.4
ZFIN:ZDB-GENE-081028-23	si:dkey-19p15.4		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-19p15.4
ZFIN:ZDB-GENE-081028-23	si:dkey-19p15.4		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-19p15.4
ZFIN:ZDB-GENE-081028-23	si:dkey-19p15.4		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-19p15.4
ZFIN:ZDB-GENE-081028-22	si:dkey-112g5.11		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-112g5.11
ZFIN:ZDB-GENE-081028-22	si:dkey-112g5.11		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-112g5.11
ZFIN:ZDB-GENE-081028-22	si:dkey-112g5.11		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-112g5.11
ZFIN:ZDB-GENE-081028-22	si:dkey-112g5.11		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-112g5.11
ZFIN:ZDB-GENE-081028-21	si:dkey-112g5.13		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-112g5.13
ZFIN:ZDB-GENE-081028-21	si:dkey-112g5.13		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-112g5.13
ZFIN:ZDB-GENE-081028-21	si:dkey-112g5.13		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-112g5.13
ZFIN:ZDB-GENE-081028-21	si:dkey-112g5.13		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-112g5.13
ZFIN:ZDB-GENE-040426-2009	ubiquitin-like modifier activating enzyme 1		GO:0006511		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000102404|UniProtKB:A0AVT1|MGI:MGI:1913894	PANTHER:PTHR10953	protein_coding_gene		PMID:21873635	20170228	uba1
ZFIN:ZDB-GENE-081028-18	si:dkey-33c12.14		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-33c12.14
ZFIN:ZDB-GENE-081028-18	si:dkey-33c12.14		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	si:dkey-33c12.14
ZFIN:ZDB-GENE-081028-18	si:dkey-33c12.14		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-33c12.14
ZFIN:ZDB-GENE-081028-18	si:dkey-33c12.14		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001940	PANTHER:PTHR22939	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-33c12.14
ZFIN:ZDB-GENE-030616-72	ubiquitin-conjugating enzyme E2A (RAD6 homolog)		GO:0043161		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000630651|PomBase:SPAC18B11.07c|UniProtKB:P63146|SGD:S000003026|FB:FBgn0004436	PANTHER:PTHR24067	protein_coding_gene		PMID:21873635	20170228	ube2a
ZFIN:ZDB-GENE-060503-400	ring finger protein 217		GO:0032436		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000188395|MGI:MGI:1355296	PANTHER:PTHR11685	protein_coding_gene		PMID:21873635	20170228	rnf217
ZFIN:ZDB-GENE-060503-400	ring finger protein 217		GO:0006511		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000188395|FB:FBgn0041100|UniProtKB:O95376|WB:WBGene00003967|FB:FBgn0017418|UniProtKB:O60260|MGI:MGI:1344361|UniProtKB:Q7Z419|MGI:MGI:1344363	PANTHER:PTHR11685	protein_coding_gene		PMID:21873635	20170228	rnf217
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR021190	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR006026	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033739	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR021190	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024079	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR006026	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001818	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR028716	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR028716	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0008237		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0482	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001818	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp30
ZFIN:ZDB-GENE-060421-5765	matrix metallopeptidase 30		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001303987|UniProtKB:P45452|UniProtKB:P39900|UniProtKB:P14780|TAIR:locus:2032467|TAIR:locus:2020548|UniProtKB:P03956|FB:FBgn0033438|TAIR:locus:2130928|MGI:MGI:1341867|MGI:MGI:97011|UniProtKB:O60882|TAIR:locus:2055605|RGD:620196|MGI:MGI:101900|MGI:MGI:1340026|UniProtKB:P51512|TAIR:locus:2025891|UniProtKB:O75900|UniProtKB:Q90611|MGI:MGI:97009|UniProtKB:Q99542	PANTHER:PTHR10201	protein_coding_gene		PMID:21873635	20181120	mmp30
ZFIN:ZDB-GENE-070615-24	coagulation factor II (thrombin) receptor-like 1, tandem duplicate 2		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR24232	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	f2rl1.2
ZFIN:ZDB-GENE-070615-24	coagulation factor II (thrombin) receptor-like 1, tandem duplicate 2		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR24232	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	f2rl1.2
ZFIN:ZDB-GENE-090312-37	gamma-glutamyltransferase 1 like 2.2		GO:0036374		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000101	PANTHER:PTHR11686	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	ggt1l2.2
ZFIN:ZDB-GENE-090312-37	gamma-glutamyltransferase 1 like 2.2		GO:0036374		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002269349|PomBase:SPAC664.09|TAIR:locus:2118229|UniProtKB:P36269|UniProtKB:P19440|PomBase:SPAC56E4.06c|SGD:S000004290|FB:FBgn0030932	PANTHER:PTHR11686	protein_coding_gene		PMID:21873635	20200807	ggt1l2.2
ZFIN:ZDB-GENE-090312-55	zgc:152830		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR11963	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	zgc:152830
ZFIN:ZDB-GENE-090312-55	zgc:152830		GO:0004177		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0031	PANTHER:PTHR11963	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	zgc:152830
ZFIN:ZDB-GENE-090312-55	zgc:152830		GO:0070006		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR011356	PANTHER:PTHR11963	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:152830
ZFIN:ZDB-GENE-090312-55	zgc:152830		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000819	PANTHER:PTHR11963	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:152830
ZFIN:ZDB-GENE-090312-55	zgc:152830		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR11963	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	zgc:152830
ZFIN:ZDB-GENE-090312-55	zgc:152830		GO:0070006		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000819	PANTHER:PTHR11963	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	zgc:152830
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts13
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039806	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts13
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts13
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024079	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts13
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts13
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0008237		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0482	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts13
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts13
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039806	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts13
ZFIN:ZDB-GENE-070814-7	ADAM metallopeptidase with thrombospondin type 1 motif, 13		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000347317|UniProtKB:P58397|UniProtKB:Q9UKP4|FB:FBgn0034903|UniProtKB:Q9UHI8|MGI:MGI:1339949|MGI:MGI:109249|MGI:MGI:2660628	PANTHER:PTHR13723	protein_coding_gene		PMID:21873635	20200504	adamts13
ZFIN:ZDB-GENE-070814-6	ADAM metallopeptidase with thrombospondin type 1 motif, 9		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts9
ZFIN:ZDB-GENE-070814-6	ADAM metallopeptidase with thrombospondin type 1 motif, 9		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024079	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts9
ZFIN:ZDB-GENE-070814-6	ADAM metallopeptidase with thrombospondin type 1 motif, 9		GO:0008237		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0482	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts9
ZFIN:ZDB-GENE-070814-6	ADAM metallopeptidase with thrombospondin type 1 motif, 9		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts9
ZFIN:ZDB-GENE-070814-6	ADAM metallopeptidase with thrombospondin type 1 motif, 9		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts9
ZFIN:ZDB-GENE-070814-6	ADAM metallopeptidase with thrombospondin type 1 motif, 9		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts9
ZFIN:ZDB-GENE-070814-6	ADAM metallopeptidase with thrombospondin type 1 motif, 9		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000347317|UniProtKB:P58397|UniProtKB:Q9UKP4|FB:FBgn0034903|UniProtKB:Q9UHI8|MGI:MGI:1339949|MGI:MGI:109249|MGI:MGI:2660628	PANTHER:PTHR13723	protein_coding_gene		PMID:21873635	20200504	adamts9
ZFIN:ZDB-GENE-070814-5	ADAM metallopeptidase with thrombospondin type 1 motif, 15b		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts15b
ZFIN:ZDB-GENE-070814-5	ADAM metallopeptidase with thrombospondin type 1 motif, 15b		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR013277	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts15b
ZFIN:ZDB-GENE-070814-5	ADAM metallopeptidase with thrombospondin type 1 motif, 15b		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts15b
ZFIN:ZDB-GENE-070814-5	ADAM metallopeptidase with thrombospondin type 1 motif, 15b		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024079	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts15b
ZFIN:ZDB-GENE-070814-5	ADAM metallopeptidase with thrombospondin type 1 motif, 15b		GO:0008237		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0482	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts15b
ZFIN:ZDB-GENE-070814-5	ADAM metallopeptidase with thrombospondin type 1 motif, 15b		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001590	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	adamts15b
ZFIN:ZDB-GENE-070814-5	ADAM metallopeptidase with thrombospondin type 1 motif, 15b		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR13723	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	adamts15b
ZFIN:ZDB-GENE-070814-5	ADAM metallopeptidase with thrombospondin type 1 motif, 15b		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000347317|UniProtKB:P58397|UniProtKB:Q9UKP4|FB:FBgn0034903|UniProtKB:Q9UHI8|MGI:MGI:1339949|MGI:MGI:109249|MGI:MGI:2660628	PANTHER:PTHR13723	protein_coding_gene		PMID:21873635	20200504	adamts15b
ZFIN:ZDB-GENE-040724-135	peptidase inhibitor 15a		GO:0010466		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0646	PANTHER:PTHR10334	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	pi15a
ZFIN:ZDB-GENE-060503-491	calpain 1, (mu/I) large subunit b		GO:0008234		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0788	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	capn1b
ZFIN:ZDB-GENE-060503-491	calpain 1, (mu/I) large subunit b		GO:0004198		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR022684	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn1b
ZFIN:ZDB-GENE-060503-491	calpain 1, (mu/I) large subunit b		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR022684	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn1b
ZFIN:ZDB-GENE-060503-491	calpain 1, (mu/I) large subunit b		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	capn1b
ZFIN:ZDB-GENE-060503-491	calpain 1, (mu/I) large subunit b		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	capn1b
ZFIN:ZDB-GENE-060503-491	calpain 1, (mu/I) large subunit b		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001300	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn1b
ZFIN:ZDB-GENE-060503-491	calpain 1, (mu/I) large subunit b		GO:0004198		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001300	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn1b
