Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSDARG00000077580,tspeara,ENSG00000175894,TSPEAR
ENSDARG00000102706,BX511128.3,,
ENSDARG00000039162,rhebl1,,
ENSDARG00000061377,efcab1,ENSG00000034239,EFCAB1
ENSDARG00000034309,cox10,ENSG00000006695,COX10
ENSDARG00000007175,recql,ENSG00000004700,RECQL
ENSDARG00000104837,nudc,ENSG00000090273,NUDC
ENSDARG00000017985,zgc:77739,ENSG00000151470,C4orf33
ENSDARG00000099107,FP016019.1,,
ENSDARG00000043004,si:dkeyp-117h8.4,,
ENSDARG00000094521,si:ch73-194h10.3,,
ENSDARG00000100311,si:dkey-165e24.1,,
ENSDARG00000096601,FAM13C,ENSG00000148541,FAM13C
ENSDARG00000042261,cdan1,ENSG00000140326,CDAN1
ENSDARG00000037995,gdf3,ENSG00000223802,CERS1
ENSDARG00000037995,gdf3,ENSG00000184344,GDF3
ENSDARG00000037995,gdf3,ENSG00000130283,GDF1
ENSDARG00000099137,LTBP4,ENSG00000090006,LTBP4
ENSDARG00000105539,BX914219.2,,
ENSDARG00000095540,sid1,,
ENSDARG00000013307,rpl19,ENSG00000108298,RPL19
ENSDARG00000005485,ucmab,ENSG00000165623,UCMA
ENSDARG00000070516,si:dkeyp-52c3.2,ENSG00000106560,GIMAP2
ENSDARG00000070516,si:dkeyp-52c3.2,ENSG00000171115,GIMAP8
ENSDARG00000070516,si:dkeyp-52c3.2,ENSG00000213203,GIMAP1
ENSDARG00000070516,si:dkeyp-52c3.2,ENSG00000281887,GIMAP1-GIMAP5
ENSDARG00000070516,si:dkeyp-52c3.2,ENSG00000133561,GIMAP6
ENSDARG00000070516,si:dkeyp-52c3.2,ENSG00000179144,GIMAP7
ENSDARG00000070516,si:dkeyp-52c3.2,ENSG00000133574,GIMAP4
ENSDARG00000070516,si:dkeyp-52c3.2,ENSG00000196329,GIMAP5
ENSDARG00000040266,sox19b,,
ENSDARG00000095792,CR450842.2,,
ENSDARG00000094977,si:ch211-156j22.4,,
ENSDARG00000078593,vwa8,ENSG00000102763,VWA8
ENSDARG00000041314,ndufb9,ENSG00000147684,NDUFB9
ENSDARG00000105738,BX005319.1,,
ENSDARG00000044513,tpst1l,,
ENSDARG00000035862,insl3,,
ENSDARG00000028118,dscamb,ENSG00000171587,DSCAM
ENSDARG00000093905,BX323559.3,,
ENSDARG00000086762,dfna5a,ENSG00000105928,DFNA5
ENSDARG00000102309,si:ch211-106j21.6,,
ENSDARG00000003235,nup88,ENSG00000108559,NUP88
ENSDARG00000030656,sept3,ENSG00000100167,SEPT3
ENSDARG00000008790,actr3b,ENSG00000106526,ACTR3C
ENSDARG00000008790,actr3b,ENSG00000133627,ACTR3B
ENSDARG00000035832,pyyb,,
ENSDARG00000074453,zfx,ENSG00000067646,ZFY
ENSDARG00000074453,zfx,ENSG00000005889,ZFX
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000196136,SERPINA3
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000100665,SERPINA4
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000170099,SERPINA6
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000170054,SERPINA9
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000197249,SERPINA1
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000258597,SERPINA2
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000188488,SERPINA5
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000123561,SERPINA7
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000186910,SERPINA11
ENSDARG00000077960,si:ch211-186e20.7,ENSG00000165953,SERPINA12
ENSDARG00000041729,sntb1,ENSG00000172164,SNTB1
ENSDARG00000104008,si:ch211-232d10.3,,
ENSDARG00000093243,BX530024.1,,
ENSDARG00000018820,flncb,ENSG00000128591,FLNC
ENSDARG00000102506,lrp2a,ENSG00000081479,LRP2
ENSDARG00000069192,zgc:163030,ENSG00000170367,CST5
ENSDARG00000069192,zgc:163030,ENSG00000170369,CST2
ENSDARG00000069192,zgc:163030,ENSG00000101441,CST4
ENSDARG00000069192,zgc:163030,ENSG00000170373,CST1
ENSDARG00000069192,zgc:163030,ENSG00000101439,CST3
ENSDARG00000069192,zgc:163030,ENSG00000175315,CST6
ENSDARG00000099528,dus3l,ENSG00000267157,AC011499.1
ENSDARG00000099528,dus3l,ENSG00000141994,DUS3L
ENSDARG00000087176,sgk494a,ENSG00000167524,SGK494
ENSDARG00000102824,pcdh10b,ENSG00000138650,PCDH10
ENSDARG00000039354,ska1,ENSG00000154839,SKA1
ENSDARG00000089362,grn1,,
ENSDARG00000006892,myo3b,ENSG00000071909,MYO3B
ENSDARG00000030722,xirp1,ENSG00000168334,XIRP1
ENSDARG00000020699,slc9a8,ENSG00000197818,SLC9A8
ENSDARG00000035861,si:rp71-39b20.4,,
ENSDARG00000062030,gpr17,ENSG00000144230,GPR17
ENSDARG00000097085,si:ch211-261a10.5,,
ENSDARG00000105497,CABZ01078080.1,,
ENSDARG00000014517,usp5,ENSG00000111667,USP5
ENSDARG00000078567,lonrf1l,ENSG00000154359,LONRF1
ENSDARG00000028082,mapkapk5,ENSG00000089022,MAPKAPK5
ENSDARG00000101551,si:dkey-261j11.2,,
ENSDARG00000016656,mgme1,ENSG00000125871,MGME1
ENSDARG00000004875,tmc6b,,
ENSDARG00000004706,syf2,ENSG00000117614,SYF2
ENSDARG00000015765,iah1,ENSG00000134330,IAH1
ENSDARG00000000472,cntn2,ENSG00000184144,CNTN2
ENSDARG00000096641,BX649471.1,,
ENSDARG00000104230,sec23a,ENSG00000100934,SEC23A
ENSDARG00000027418,trappc4,ENSG00000196655,TRAPPC4
ENSDARG00000056331,ahcyl1,ENSG00000168710,AHCYL1
ENSDARG00000089156,egr3,ENSG00000179388,EGR3
ENSDARG00000077481,si:dkey-76k16.6,ENSG00000255151,GLYATL1P3
ENSDARG00000077481,si:dkey-76k16.6,ENSG00000203972,GLYATL3
ENSDARG00000077481,si:dkey-76k16.6,ENSG00000166840,GLYATL1
ENSDARG00000077481,si:dkey-76k16.6,ENSG00000149124,GLYAT
ENSDARG00000077481,si:dkey-76k16.6,ENSG00000156689,GLYATL2
ENSDARG00000040901,si:dkey-11d18.4,,
ENSDARG00000074346,l3mbtl1b,,
ENSDARG00000022918,tbcc,ENSG00000124659,TBCC
ENSDARG00000093420,creb1b,ENSG00000118260,CREB1
ENSDARG00000100095,anxa1b,ENSG00000135046,ANXA1
ENSDARG00000104956,si:dkey-165o8.2,,
ENSDARG00000044625,pcf11,ENSG00000165494,PCF11
ENSDARG00000045660,hic1l,ENSG00000169635,HIC2
ENSDARG00000094601,si:ch73-113g13.3,,
ENSDARG00000062156,abi3bpa,ENSG00000154175,ABI3BP
ENSDARG00000042652,rreb1b,ENSG00000124782,RREB1
ENSDARG00000036412,LRRC71,ENSG00000160838,LRRC71
ENSDARG00000056921,ankk1,ENSG00000170209,ANKK1
ENSDARG00000020442,snx5,ENSG00000089006,SNX5
ENSDARG00000045417,fam49bb,ENSG00000153310,FAM49B
ENSDARG00000037262,cdkn2a/b,ENSG00000147889,CDKN2A
ENSDARG00000037262,cdkn2a/b,ENSG00000147883,CDKN2B
ENSDARG00000018494,smn1,ENSG00000205571,SMN2
ENSDARG00000018494,smn1,ENSG00000172062,SMN1
ENSDARG00000044982,dhrs3a,ENSG00000162496,DHRS3
ENSDARG00000104966,si:ch211-106j21.5,,
ENSDARG00000096788,CR352243.1,,
ENSDARG00000037261,mtap,ENSG00000264545,AL359922.1
ENSDARG00000037261,mtap,ENSG00000099810,MTAP
ENSDARG00000038106,slc37a4a,ENSG00000137700,SLC37A4
ENSDARG00000044241,dram2b,ENSG00000156171,DRAM2
ENSDARG00000067808,si:dkeyp-27c8.1,ENSG00000188716,DUPD1
ENSDARG00000097654,CR556709.1,,
ENSDARG00000078069,rrm2,ENSG00000171848,RRM2
ENSDARG00000078069,rrm2,ENSG00000284681,AC007240.1
ENSDARG00000033539,paics,ENSG00000128050,PAICS
ENSDARG00000043213,adam17a,ENSG00000151694,ADAM17
ENSDARG00000031875,trpa1b,ENSG00000104321,TRPA1
ENSDARG00000098653,BX957252.1,,
ENSDARG00000043304,nop2,ENSG00000111641,NOP2
ENSDARG00000105092,FP236157.4,,
ENSDARG00000100737,epob,ENSG00000130427,EPO
ENSDARG00000095920,AL929171.1,,
ENSDARG00000100348,si:ch211-232d10.2,,
ENSDARG00000093432,si:ch211-9n13.3,ENSG00000171722,SPATA46
ENSDARG00000095925,si:dkey-258f14.7,,
ENSDARG00000032802,ktn1,ENSG00000126777,KTN1
ENSDARG00000088189,si:ch211-135n15.3,,
ENSDARG00000098941,CU856520.1,,
ENSDARG00000069242,pdia5,ENSG00000065485,PDIA5
ENSDARG00000059298,spcs1,ENSG00000114902,SPCS1
ENSDARG00000038018,prph2a,ENSG00000112619,PRPH2
ENSDARG00000075974,si:dkey-258f14.3,,
ENSDARG00000097326,BX957270.1,,
ENSDARG00000061986,tbc1d2b,ENSG00000167202,TBC1D2B
ENSDARG00000102607,pmpca,ENSG00000165688,PMPCA
ENSDARG00000029242,fbxo3,ENSG00000110429,FBXO3
ENSDARG00000099215,CR318603.1,,
ENSDARG00000098218,si:dkey-261j11.1,,
ENSDARG00000011973,slc35d1a,ENSG00000116704,SLC35D1
ENSDARG00000038694,zgc:101744,,
ENSDARG00000104112,CR383680.3,,
ENSDARG00000075831,slc7a8a,ENSG00000092068,SLC7A8
ENSDARG00000078319,si:ch211-280c16.1,ENSG00000106560,GIMAP2
ENSDARG00000078319,si:ch211-280c16.1,ENSG00000171115,GIMAP8
ENSDARG00000078319,si:ch211-280c16.1,ENSG00000213203,GIMAP1
ENSDARG00000078319,si:ch211-280c16.1,ENSG00000281887,GIMAP1-GIMAP5
ENSDARG00000078319,si:ch211-280c16.1,ENSG00000133561,GIMAP6
ENSDARG00000078319,si:ch211-280c16.1,ENSG00000179144,GIMAP7
ENSDARG00000078319,si:ch211-280c16.1,ENSG00000133574,GIMAP4
ENSDARG00000078319,si:ch211-280c16.1,ENSG00000196329,GIMAP5
ENSDARG00000037318,ddost,ENSG00000244038,DDOST
ENSDARG00000000103,myh10,ENSG00000133026,MYH10
ENSDARG00000100968,si:ch211-1a19.3,,
ENSDARG00000093823,si:ch211-102c2.8,,
ENSDARG00000101175,mcu,ENSG00000156026,MCU
ENSDARG00000039677,dsc2l,ENSG00000134765,DSC1
ENSDARG00000039677,dsc2l,ENSG00000134755,DSC2
ENSDARG00000039677,dsc2l,ENSG00000134762,DSC3
ENSDARG00000070991,mlpha,ENSG00000115648,MLPH
ENSDARG00000040152,nek4,ENSG00000114904,NEK4
ENSDARG00000016749,slco1c1,ENSG00000139155,SLCO1C1
ENSDARG00000100578,si:dkeyp-90h9.1,,
ENSDARG00000018553,ifih1,ENSG00000115267,IFIH1
ENSDARG00000055292,atg9b,ENSG00000181652,ATG9B
ENSDARG00000030250,dennd2db,ENSG00000162777,DENND2D
ENSDARG00000104687,slc16a9b,ENSG00000165449,SLC16A9
ENSDARG00000009142,ppp1r13bb,ENSG00000088808,PPP1R13B
ENSDARG00000096572,CR382370.1,,
ENSDARG00000055653,nubp2,ENSG00000095906,NUBP2
ENSDARG00000020600,rnf144aa,ENSG00000151692,RNF144A
ENSDARG00000008639,kifap3a,ENSG00000075945,KIFAP3
ENSDARG00000098369,si:dkey-165o8.1,,
ENSDARG00000095566,AL929576.1,,
ENSDARG00000094874,si:dkey-258f14.2,,
ENSDARG00000040907,gcgb,ENSG00000115263,GCG
ENSDARG00000104179,rab11fip5a,ENSG00000135631,RAB11FIP5
ENSDARG00000053804,osbpl2a,ENSG00000130703,OSBPL2
ENSDARG00000016173,cct3,ENSG00000163468,CCT3
ENSDARG00000032601,macrod2,ENSG00000172264,MACROD2
ENSDARG00000097761,BX005234.1,,
ENSDARG00000041431,slc24a1,ENSG00000074621,SLC24A1
ENSDARG00000093534,pimr107,,
ENSDARG00000101612,zgc:112966,,
ENSDARG00000032761,pde4d,ENSG00000113448,PDE4D
ENSDARG00000007941,hmx4,,
ENSDARG00000103314,si:dkey-84h14.1,,
ENSDARG00000092255,si:dkey-102f14.7,,
ENSDARG00000053609,gatd1,ENSG00000177225,GATD1
ENSDARG00000099112,si:dkey-71l4.3,,
ENSDARG00000078468,fap,ENSG00000197635,DPP4
ENSDARG00000078468,fap,ENSG00000078098,FAP
ENSDARG00000043770,si:dkey-192d15.2,,
ENSDARG00000097274,CU929145.3,,
ENSDARG00000061810,si:dkey-110c1.10,,
ENSDARG00000096638,BX510992.2,,
ENSDARG00000095001,si:dkey-194e6.2,ENSG00000188716,DUPD1
ENSDARG00000039436,il13ra2,ENSG00000123496,IL13RA2
ENSDARG00000035552,agtr2,ENSG00000180772,AGTR2
ENSDARG00000090392,si:dkey-71l4.2,,
ENSDARG00000058128,msna,ENSG00000147065,MSN
ENSDARG00000024317,trap1,ENSG00000126602,TRAP1
ENSDARG00000009031,tnikb,ENSG00000154310,TNIK
ENSDARG00000045289,gpr137c,ENSG00000180998,GPR137C
ENSDARG00000042853,ivd,ENSG00000128928,IVD
ENSDARG00000017369,sema3d,ENSG00000153993,SEMA3D
ENSDARG00000095347,si:dkeyp-72h1.1,,
ENSDARG00000096256,BX548060.1,,
ENSDARG00000062262,ednrab,ENSG00000151617,EDNRA
ENSDARG00000088388,si:ch73-6l19.2,,
ENSDARG00000098295,efna3b,ENSG00000143590,EFNA3
ENSDARG00000098295,efna3b,ENSG00000251246,AL691442.1
ENSDARG00000102820,cib2,ENSG00000136425,CIB2
ENSDARG00000020497,rab7,ENSG00000075785,RAB7A
ENSDARG00000098741,CT737182.1,,
ENSDARG00000092257,BX510992.1,,
ENSDARG00000103953,med12,ENSG00000184634,MED12
ENSDARG00000014462,rab3c,,
ENSDARG00000074742,elmod3,ENSG00000115459,ELMOD3
ENSDARG00000094004,FP102120.1,,
ENSDARG00000095805,si:dkey-16n15.6,,
ENSDARG00000054259,nat10,ENSG00000135372,NAT10
ENSDARG00000077400,rbm10,ENSG00000182872,RBM10
ENSDARG00000015676,nmd3,ENSG00000169251,NMD3
ENSDARG00000097860,CR376776.1,,
ENSDARG00000071727,si:dkey-37o8.1,,
ENSDARG00000097101,BX511075.1,,
ENSDARG00000041173,adra1bb,ENSG00000170214,ADRA1B
ENSDARG00000032256,txndc16,ENSG00000087301,TXNDC16
ENSDARG00000013763,rrbp1a,ENSG00000125844,RRBP1
ENSDARG00000100547,CR383680.1,,
ENSDARG00000094086,CR548634.1,,
ENSDARG00000091800,zgc:174260,,
ENSDARG00000005254,kdelr2a,ENSG00000136240,KDELR2
ENSDARG00000104166,si:ch211-232d10.1,,
ENSDARG00000022952,zgc:66448,,
ENSDARG00000094327,si:dkey-205k8.5,ENSG00000122432,SPATA1
ENSDARG00000105574,si:cabz01009626.1,,
ENSDARG00000021681,asrgl1,ENSG00000162174,ASRGL1
ENSDARG00000055412,mylk4b,ENSG00000145949,MYLK4
ENSDARG00000100640,BX321870.2,,
ENSDARG00000059801,pdzd2,ENSG00000133401,PDZD2
ENSDARG00000077357,lrrc61,ENSG00000127399,LRRC61
ENSDARG00000077082,agtrap,ENSG00000177674,AGTRAP
ENSDARG00000051939,pcxb,ENSG00000173599,PC
ENSDARG00000006683,arhgef6,ENSG00000129675,ARHGEF6
ENSDARG00000069373,crcp,ENSG00000241258,CRCP
ENSDARG00000057273,alox5a,ENSG00000012779,ALOX5
ENSDARG00000015887,b2ml,ENSG00000166710,B2M
ENSDARG00000104488,si:ch73-299h12.9,,
ENSDARG00000098316,BX908386.1,,
ENSDARG00000102575,si:ch211-106j21.2,,
ENSDARG00000073761,myo19,ENSG00000278259,MYO19
ENSDARG00000024964,inadl,ENSG00000132849,PATJ
ENSDARG00000097096,AL954669.1,,
ENSDARG00000100686,si:ch211-241b2.4,,
ENSDARG00000095651,hmx1,,
ENSDARG00000090686,slc35f2l,ENSG00000110660,SLC35F2
ENSDARG00000057017,slc6a4b,,
ENSDARG00000044282,smc5,ENSG00000198887,SMC5
ENSDARG00000095514,si:dkeyp-77c8.5,,
ENSDARG00000062382,snapin,ENSG00000143553,SNAPIN
ENSDARG00000101571,si:ch211-106j21.4,,
ENSDARG00000086104,slco5a1b,ENSG00000137571,SLCO5A1
ENSDARG00000093025,si:dkeyp-77c8.4,,
ENSDARG00000088682,si:dkey-192d15.3,,
ENSDARG00000058208,slc25a26,ENSG00000144741,SLC25A26
ENSDARG00000095214,CU469584.1,,
ENSDARG00000092369,si:dkeyp-77c8.3,,
ENSDARG00000005842,cd9a,ENSG00000010278,CD9
ENSDARG00000090724,scn12aa,ENSG00000185313,SCN10A
ENSDARG00000090724,scn12aa,ENSG00000183873,SCN5A
ENSDARG00000090724,scn12aa,ENSG00000168356,SCN11A
ENSDARG00000075533,zbtb24,ENSG00000112365,ZBTB24
ENSDARG00000097194,FP236850.1,,
ENSDARG00000101653,zgc:110171,,
ENSDARG00000079244,pigw,ENSG00000277161,PIGW
ENSDARG00000079670,lrrc7,,
ENSDARG00000093940,si:dkeyp-77c8.1,,
ENSDARG00000032465,slc1a8b,,
ENSDARG00000016188,SBNO2 (1 of many),ENSG00000064932,SBNO2
ENSDARG00000062008,hs2st1b,ENSG00000267561,AC093155.3
ENSDARG00000062008,hs2st1b,ENSG00000153936,HS2ST1
ENSDARG00000056294,SBK1,ENSG00000188322,SBK1
ENSDARG00000006251,ell2,ENSG00000118985,ELL2
ENSDARG00000033411,cabp1b,ENSG00000157782,CABP1
ENSDARG00000053484,syne2b,ENSG00000054654,SYNE2
ENSDARG00000094414,aknad1,,
ENSDARG00000098221,st8sia1,ENSG00000111728,ST8SIA1
ENSDARG00000087641,cdh26.2,,
ENSDARG00000077467,sox10,ENSG00000005513,SOX8
ENSDARG00000041107,cftr,ENSG00000001626,CFTR
ENSDARG00000094760,si:dkey-125i10.3,,
ENSDARG00000061121,adgrl3.1,ENSG00000150471,ADGRL3
ENSDARG00000063270,retreg2,ENSG00000144567,RETREG2
ENSDARG00000090889,LECT2 (1 of many),ENSG00000145826,LECT2
ENSDARG00000056506,si:ch73-113g13.2,,
ENSDARG00000090850,serpina1l,ENSG00000196136,SERPINA3
ENSDARG00000090850,serpina1l,ENSG00000100665,SERPINA4
ENSDARG00000090850,serpina1l,ENSG00000170099,SERPINA6
ENSDARG00000090850,serpina1l,ENSG00000170054,SERPINA9
ENSDARG00000090850,serpina1l,ENSG00000197249,SERPINA1
ENSDARG00000090850,serpina1l,ENSG00000258597,SERPINA2
ENSDARG00000090850,serpina1l,ENSG00000188488,SERPINA5
ENSDARG00000090850,serpina1l,ENSG00000123561,SERPINA7
ENSDARG00000090850,serpina1l,ENSG00000186910,SERPINA11
ENSDARG00000090850,serpina1l,ENSG00000165953,SERPINA12
ENSDARG00000103197,si:dkey-71l4.1,,
ENSDARG00000094764,fyba,ENSG00000082074,FYB1
ENSDARG00000001803,kcnh6a,ENSG00000173826,KCNH6
ENSDARG00000071585,si:dkeyp-110e4.11,,
ENSDARG00000078078,lrfn4b,ENSG00000173621,LRFN4
ENSDARG00000078309,fam83b,ENSG00000168143,FAM83B
ENSDARG00000054128,im:7136021,,
ENSDARG00000007359,UBL4B,ENSG00000186150,UBL4B
ENSDARG00000007359,UBL4B,ENSG00000102178,UBL4A
ENSDARG00000095308,si:ch211-215c18.3,,
ENSDARG00000029356,mboat1,ENSG00000172197,MBOAT1
ENSDARG00000061042,gabbr2,ENSG00000136928,GABBR2
ENSDARG00000103274,AL645792.1,,
ENSDARG00000095380,BX294163.1,,
ENSDARG00000056926,drd2a,,
ENSDARG00000091513,si:dkey-22o12.2,ENSG00000187068,C3orf70
ENSDARG00000044626,ccdc90b,ENSG00000137500,CCDC90B
ENSDARG00000035018,thy1,,
ENSDARG00000016923,si:dkey-94f20.4,,
ENSDARG00000093010,BX511259.1,,
ENSDARG00000009459,slc35e4,ENSG00000100036,SLC35E4
ENSDARG00000099593,r3hcc1,ENSG00000104679,R3HCC1
ENSDARG00000038321,zgc:172053,,
ENSDARG00000099327,zgc:174944,,
ENSDARG00000056838,pimr93,,
ENSDARG00000042563,mis18bp1,ENSG00000129534,MIS18BP1
ENSDARG00000019782,impg2a,ENSG00000081148,IMPG2
ENSDARG00000042900,gtpbp1l,ENSG00000100226,GTPBP1
ENSDARG00000008014,nudt17,ENSG00000186364,NUDT17
ENSDARG00000100889,galnt18a,ENSG00000110328,GALNT18
ENSDARG00000054288,zgc:63972,,
ENSDARG00000017708,lrrc40,ENSG00000066557,LRRC40
ENSDARG00000063258,rfx5,ENSG00000143390,RFX5
ENSDARG00000013669,napba,ENSG00000125814,NAPB
ENSDARG00000069726,glis3,ENSG00000107249,GLIS3
ENSDARG00000094123,CR318674.1,,
ENSDARG00000036791,dnmt3bb.1,,
ENSDARG00000104641,si:ch211-261d7.6,,
ENSDARG00000011301,nae1,ENSG00000159593,NAE1
ENSDARG00000007485,epc2,ENSG00000135999,EPC2
ENSDARG00000105085,BX649622.2,,
ENSDARG00000000651,osgepl1,ENSG00000128694,OSGEPL1
ENSDARG00000100799,CR381540.1,,
ENSDARG00000010018,qki2,ENSG00000112531,QKI
ENSDARG00000076895,flrt3,ENSG00000125848,FLRT3
ENSDARG00000026185,ccdc94,ENSG00000105248,CCDC94
ENSDARG00000007098,itm2ba,ENSG00000136156,ITM2B
ENSDARG00000089742,fam161a,ENSG00000170264,FAM161A
ENSDARG00000086990,lrrc16b,ENSG00000186648,CARMIL3
ENSDARG00000021805,aes,ENSG00000104964,AES
ENSDARG00000069381,si:ch211-125e6.5,,
ENSDARG00000013858,cdc14aa,ENSG00000079335,CDC14A
ENSDARG00000092427,si:dkey-24c2.7,,
ENSDARG00000075030,stx10,ENSG00000104915,STX10
ENSDARG00000075561,si:dkey-76k16.5,ENSG00000255151,GLYATL1P3
ENSDARG00000075561,si:dkey-76k16.5,ENSG00000203972,GLYATL3
ENSDARG00000075561,si:dkey-76k16.5,ENSG00000166840,GLYATL1
ENSDARG00000075561,si:dkey-76k16.5,ENSG00000149124,GLYAT
ENSDARG00000075561,si:dkey-76k16.5,ENSG00000156689,GLYATL2
ENSDARG00000063014,dbpa,,
ENSDARG00000070173,gria2a,ENSG00000120251,GRIA2
ENSDARG00000005640,adat3,ENSG00000213638,ADAT3
ENSDARG00000038835,ppid,ENSG00000171497,PPID
ENSDARG00000104916,si:dkey-71l4.4,,
ENSDARG00000078691,gigyf1b,ENSG00000146830,GIGYF1
ENSDARG00000093333,si:dkey-38n4.2,,
ENSDARG00000023584,cdc7,ENSG00000097046,CDC7
ENSDARG00000067741,itpkcb,ENSG00000086544,ITPKC
ENSDARG00000058220,tada3l,ENSG00000171148,TADA3
ENSDARG00000100089,camk2b2,ENSG00000058404,CAMK2B
ENSDARG00000000516,ankar,ENSG00000151687,ANKAR
ENSDARG00000014550,rfx3,ENSG00000080298,RFX3
ENSDARG00000078536,MEGF9 (1 of many),ENSG00000106780,MEGF9
ENSDARG00000007795,cst3,ENSG00000170367,CST5
ENSDARG00000007795,cst3,ENSG00000170369,CST2
ENSDARG00000007795,cst3,ENSG00000101441,CST4
ENSDARG00000007795,cst3,ENSG00000170373,CST1
ENSDARG00000007795,cst3,ENSG00000101439,CST3
ENSDARG00000007795,cst3,ENSG00000175315,CST6
ENSDARG00000074283,inpp5d,ENSG00000168918,INPP5D
ENSDARG00000091136,zgc:174259,ENSG00000196136,SERPINA3
ENSDARG00000091136,zgc:174259,ENSG00000100665,SERPINA4
ENSDARG00000091136,zgc:174259,ENSG00000170099,SERPINA6
ENSDARG00000091136,zgc:174259,ENSG00000170054,SERPINA9
ENSDARG00000091136,zgc:174259,ENSG00000197249,SERPINA1
ENSDARG00000091136,zgc:174259,ENSG00000258597,SERPINA2
ENSDARG00000091136,zgc:174259,ENSG00000188488,SERPINA5
ENSDARG00000091136,zgc:174259,ENSG00000123561,SERPINA7
ENSDARG00000091136,zgc:174259,ENSG00000186910,SERPINA11
ENSDARG00000091136,zgc:174259,ENSG00000165953,SERPINA12
ENSDARG00000095534,BX005462.1,,
ENSDARG00000098881,si:dkey-238i5.3,,
ENSDARG00000011819,pcnx,ENSG00000100731,PCNX1
ENSDARG00000071500,fam207a,ENSG00000160256,FAM207A
ENSDARG00000011233,pcyt1aa,ENSG00000161217,PCYT1A
ENSDARG00000095763,si:ch73-222f22.2,,
ENSDARG00000037815,b4galt5,ENSG00000158470,B4GALT5
ENSDARG00000008133,foxl1,ENSG00000176678,FOXL1
ENSDARG00000105349,si:cabz01069582.1,ENSG00000149380,P4HA3
ENSDARG00000045886,slc38a2,ENSG00000134294,SLC38A2
ENSDARG00000037488,canx,ENSG00000127022,CANX
ENSDARG00000101859,MNT (1 of many),ENSG00000070444,MNT
ENSDARG00000092222,wu:fb64b08,,
ENSDARG00000041223,fam173a,ENSG00000103254,FAM173A
ENSDARG00000091894,AL953893.1,,
ENSDARG00000100787,CR855274.2,,
ENSDARG00000058683,pimr204,,
ENSDARG00000070320,EXOC1L,ENSG00000250821,EXOC1L
ENSDARG00000036625,polr2f,ENSG00000100142,POLR2F
ENSDARG00000087749,ccser2a,ENSG00000107771,CCSER2
ENSDARG00000043769,si:ch211-282j17.1,,
ENSDARG00000100405,BX957252.3,,
ENSDARG00000100899,si:ch211-241b2.5,ENSG00000120217,CD274
ENSDARG00000100899,si:ch211-241b2.5,ENSG00000197646,PDCD1LG2
ENSDARG00000069669,adra2c,ENSG00000184160,ADRA2C
ENSDARG00000073766,tnni1d,,
ENSDARG00000104873,CU929568.2,,
ENSDARG00000012972,cfl1l,,
ENSDARG00000059060,lgalsla,,
ENSDARG00000093048,si:ch211-158d24.4,,
ENSDARG00000077012,eif4ea,ENSG00000151247,EIF4E
ENSDARG00000076251,irf3,ENSG00000126456,IRF3
ENSDARG00000102432,si:dkey-261j11.3,,
ENSDARG00000043768,si:ch211-282j17.2,,
ENSDARG00000039963,fgfbp1b,ENSG00000137440,FGFBP1
ENSDARG00000017744,smc2,ENSG00000136824,SMC2
ENSDARG00000093000,si:dkeyp-77c8.2,,
ENSDARG00000058225,arpc4l,ENSG00000241553,ARPC4
ENSDARG00000098519,BX321870.1,,
ENSDARG00000103615,si:dkey-31j3.11,,
ENSDARG00000093061,CR847870.2,,
ENSDARG00000076303,usp11,ENSG00000102226,USP11
ENSDARG00000041839,tsc22d2,ENSG00000196428,TSC22D2
ENSDARG00000099529,BX957252.2,,
ENSDARG00000104732,mlycd,ENSG00000260300,AC009119.2
ENSDARG00000104732,mlycd,ENSG00000103150,MLYCD
ENSDARG00000056029,cyp26c1,ENSG00000187553,CYP26C1
ENSDARG00000017835,brf1a,,
ENSDARG00000090916,CR559930.1,,
ENSDARG00000076754,slc9a7,ENSG00000065923,SLC9A7
ENSDARG00000094271,si:ch73-222f22.2,,
ENSDARG00000096526,AL928650.2,,
ENSDARG00000028106,glrx,ENSG00000173221,GLRX
ENSDARG00000087143,serpina7,ENSG00000196136,SERPINA3
ENSDARG00000087143,serpina7,ENSG00000100665,SERPINA4
ENSDARG00000087143,serpina7,ENSG00000170099,SERPINA6
ENSDARG00000087143,serpina7,ENSG00000170054,SERPINA9
ENSDARG00000087143,serpina7,ENSG00000197249,SERPINA1
ENSDARG00000087143,serpina7,ENSG00000258597,SERPINA2
ENSDARG00000087143,serpina7,ENSG00000188488,SERPINA5
ENSDARG00000087143,serpina7,ENSG00000123561,SERPINA7
ENSDARG00000087143,serpina7,ENSG00000186910,SERPINA11
ENSDARG00000087143,serpina7,ENSG00000165953,SERPINA12
ENSDARG00000038518,snap29,ENSG00000099940,SNAP29
ENSDARG00000073917,b3glcta,ENSG00000187676,B3GLCT
ENSDARG00000036483,c1ql3b,,
